Id,AuthorName,LikeCount,Date Published,Comment Text,Label
UgzPO4E_-5yDGR1JmCZ4AaABAg.9poZ6sIVhtJ9ppSjqTKeUK,Hannah Montana,0,2023-05-17T21:02:01Z,@Alexandra_S_Davis2,Neutral
UgzPO4E_-5yDGR1JmCZ4AaABAg.9poZ6sIVhtJ9ppSE-0Ll1p,Steven Barney,0,2023-05-17T20:57:32Z,Please how can I reach this Mrs Alexandra S Davis? I've already lost enough of money trading for myself,Neutral
UgzPO4E_-5yDGR1JmCZ4AaABAg.9poZ6sIVhtJ9ppRquQolbR,Uredo Janet,0,2023-05-17T20:54:14Z,"Those scammers they promise to make up to $50,000 profit within the space of 7 days with just $500 to invest and end up not even refunding your capital but she's a woman of integrity, with $600 she will tell you she can only make profit within the range of $4000 to $8,900 and she actually delivers.... she's great",Neutral
UgzPO4E_-5yDGR1JmCZ4AaABAg.9poZ6sIVhtJ9pox5WYXTkb,Janet Stephen,0,2023-05-17T16:16:45Z,"My first experience with her gave me the assurance that has made me to invest without fear of loosing
She's awesome... Read more",Neutral
UgzPO4E_-5yDGR1JmCZ4AaABAg.9poZ6sIVhtJ9powmM4Gz8_,Stephanie,0,2023-05-17T16:14:00Z,"A friend that I referred to her just received $7,050 profit after 9 days of investing....I became jealous.. lol",Neutral
UgzPO4E_-5yDGR1JmCZ4AaABAg.9poZ6sIVhtJ9powJ1UF2TK,Chinagolu Henry,0,2023-05-17T16:09:52Z,She's not like other brokers that will start telling you stories and excuses why they trade didn't go well after collecting your money,Neutral
UgzPO4E_-5yDGR1JmCZ4AaABAg.9poZ6sIVhtJ9povriikAK7,Agenes,0,2023-05-17T16:06:00Z,"She's the key to crypto
She really made name for herself",Neutral
UgzPO4E_-5yDGR1JmCZ4AaABAg.9poZ6sIVhtJ9pohPa5meJx,Jason Havaet,0,2023-05-17T13:59:41Z,She’s technical analysis is dope and her interpretation/projections of the market is so accurate I sometimes ask myself if she is human haha. Point ... Read more,Neutral
UgzPO4E_-5yDGR1JmCZ4AaABAg.9poZ6sIVhtJ9pogYSCsOI_,ANTHONY,0,2023-05-17T13:52:09Z,I'm now a creditor not debtor anymore,Neutral
UgzPO4E_-5yDGR1JmCZ4AaABAg.9poZ6sIVhtJ9pogWiYR2fL,ANTHONY,0,2023-05-17T13:51:55Z,I'm from Australia 🇦🇺 I used to take loan from the bank for surviver but after trading with expert Mrs Alexandra she changed my financial status for real,Neutral
UgxzWPrD1ik_fDhAkwF4AaABAg,meridian leeward,0,2023-05-17T06:54:56Z,A beautiful country destroyed by illegals all with the blessing of the Irish government. I feel sorry for the people especially women but also the farm animals.,Hateful
UgwhmSiL3lAAHyZxlR94AaABAg,Tony Atkins,0,2023-05-16T16:35:17Z,This is what they do they label you racist to make you think that you are the one with the problem but it's the policy's of Europe and governments,Hateful
Ugyh2c36gVkdRNbUlEt4AaABAg,dudefrombelgium,0,2023-05-15T18:19:26Z,They are right wing but today i see no problem with that. Since that the left is increasingly becoming insane that even i as a life long leftist have completely changed my view...,Non Hateful
UgwoZkCHMdSfneJU8b14AaABAg,Simon Weston,0,2023-05-15T14:17:22Z,"Would love to see this in England as well. This uncontrolled immigration has to stop and the government needs to start looking after their own, not everyones elses apart from our own.",Hateful
UgwlIj69ansm6rb4bqR4AaABAg,Fran O Loughlin,0,2023-05-15T12:21:13Z,Far from right.,Hateful
Ugy321f2VBJDyAZDTVR4AaABAg,Euro Diaz,0,2023-05-15T07:13:29Z,They are putting these illegal economic migrants in hotel rooms giving them cell phones in America. I cannot wait till people are fed up enough to take physical action,Hateful
UgwUnurw3RhWNIb_oHx4AaABAg,noel batchelor,0,2023-05-14T23:25:40Z,"No one has been sent to Rawanda yet, we live in hope they are, sooner the better",Hateful
UgxDrnsObVRFhlSBpJ14AaABAg,RebelMusicResistance,0,2023-05-14T21:15:06Z,Governments do not care about people.,Hateful
Ugw4XgDby8ZTsASPuPR4AaABAg,James,0,2023-05-13T20:13:50Z,"The border needs to move to UK ports 
Get a grip.ffs",Hateful
UgxEF_lb49OjbwxqO_l4AaABAg,DerpyDa,2,2023-05-13T01:40:17Z,"we built the fucking world, but cant build homes for our own",Hateful
UgxEF_lb49OjbwxqO_l4AaABAg.9pd4bZ_EGHu9pf3uh_xYQV,James,1,2023-05-13T20:12:38Z,Well said,Neutral
UgyvcRqFmd7V6f485IZ4AaABAg,Karlheinz von Kroemann,1,2023-05-10T00:05:12Z,"Fight these traitorous politicians till your last breath!  They are more than willing to replace the Irish for what at best will be a short term economic effect that only the1% will benefit from.   The Irish that support this invasion are the dummies that fall for TV and eduacational regime propaganda.  A little immigration doesn't hurt, a lot is FATAL!   Get rid of the politicians doing this.",Hateful
UgyvcRqFmd7V6f485IZ4AaABAg.9pWBLXYB-V99pf4Ag6RaQW,James,0,2023-05-13T20:14:57Z,Stop talking and Act,Hateful
UgzITq-F35y2Cpxo0Q14AaABAg,Tom Thanks,0,2023-05-08T06:19:11Z,Do yea really think the president give a flying f that yea are walking around the streets repeat get the government out get the government out,Hateful
UgxyleyLLQgrt3vsGcB4AaABAg,Tom Thanks,0,2023-05-08T06:15:57Z,It very easy to stop this get the government out,Hateful
UgyETGSk8e1l_Yz4jkV4AaABAg,F Todd,0,2023-05-07T14:59:59Z,"Shout out to Ireland from Australia! Fight back! You are the indigenous people ffs! We all know whos destroying the west...say no more, why? Because we are not allowed to in our supposed democracies...our own countries...sigh.Silenced",Hateful
UgzneAIpLzlVorNWuIJ4AaABAg,Mike,0,2023-05-06T05:06:43Z,"You cannot have expansive welfare states and open borders. It  kills an economy. The fact that it's being politicized and calling countries racist to want to survive is absurd. If the west is so racist and intolerant then why are so many millions going there? The west shouldn't have to carry the burdon of every issue on the planet. Notice they aren't going to China, or Russia, or Suadi Arabia.",Hateful
UgwyYWvltZ9o_1CnRAF4AaABAg,Stuart Mcpherson,2,2023-05-03T18:39:18Z,I feel very sorry for the irish people these illegal immigrants will destroy a great  country,Hateful
UgwyYWvltZ9o_1CnRAF4AaABAg.9pG9HEsvv4n9pf4WiyBPHK,James,1,2023-05-13T20:17:58Z,"It was destroyed 20 odd years ago when the heavily pregnant Black Nigerian women came off the plane
Blame Gteed 
The Church warned the Irish people 
Too late",Hateful
Ugy4MXsh7UIGGdp2Q-h4AaABAg,John Francis McGovern,0,2023-05-03T16:17:19Z,"It's too late, our politicians have already opened doors and called us racist when we complain",Hateful
UgyPNuH1DJjg1cWWVNx4AaABAg,Elle,0,2023-05-03T14:13:20Z,This news is shown in other countries.. but not in Ireland. Our main stream media have not shown anything about it other than how these protesters are racist … forget about our own homeless people dying on the streets of Ireland. No interviews with the people.. just peddling their false narrative,Hateful
UgzXxhJ_g0mJF014iRt4AaABAg,C A,0,2023-05-03T05:41:40Z,Americans are being murdered daily our black killers are getting younger and younger. we are getting carjacked and shot by black kids as young as 4 years old. last month they murdered 31 white people.,Hateful
UgySE1zajAqvQcYBokZ4AaABAg,The Cornish Temple,0,2023-05-03T04:24:31Z,https://youtube.com/@thecornishtemple5963,Neutral
Ugyybc7W20qxWzclGh54AaABAg,Baker vinnie,0,2023-05-01T11:13:19Z,Well done mate 👏 👍 keep up the good work vinnie from Dublin City,Neutral
UgzeG-y53aIBQL8jV2N4AaABAg,Michelle A,0,2023-04-27T15:05:01Z,"The West has contracepted & aborted ourselves out of existence, our typical max 2 kiddie families will do nothing to help leave our Christian culture and legacy for future generations. I remember when I was younger joking the Irish breed like rabbits, not anymore, the Irish have gone the same way as the English.",Hateful
UgzqovUveL5hRfLDuoV4AaABAg,Ragnar Lothbrok,0,2023-04-25T03:28:14Z,Why can't they be for maintaining their national identity?,Hateful
UgwxRn2SYMXJz2ej8th4AaABAg,Lee Rigby,0,2023-04-23T03:52:26Z,When you never thought you'd miss 2 Para and da SAS 😅😅😅,Neutral
UgwI4xW_UP3XKVPsWKV4AaABAg,Lee Rigby,0,2023-04-23T03:06:51Z,I rejoice with every brown baby born to you ra boys.,Non Hateful
UgxwOD84TGYN9CxW1tV4AaABAg,Franck Colomb,0,2023-04-22T19:11:26Z,The Great Replacement is a plan by EVERY european country to get rid of costly whites and pensioners,Hateful
Ugz3feAQdh6a9j2LPBp4AaABAg,novo 66,1,2023-04-21T11:49:22Z,"Ordinary irish people
Belittled by our sell out goverment. Shamefull
The only racism is the one from irish giverment use  on their own people
And all of the goverments are working with the wef/eu un and other criminals
Its a war on people in their own country's by their goverments
👏👏👏👏👏Well done folks for standing up to them",Hateful
UgzRSKcp8UppzY0v8tp4AaABAg,Kilkeny1976,1,2023-04-20T17:58:25Z,We are INVADED. We need to introduce identity card and the illegals identified shall be extraded. No other choice !!!!!,Hateful
Ugzq4WtznKXM2n2L7-J4AaABAg,Jeffarry Lounder,0,2023-04-20T08:20:17Z,Fantastic work Ireland. Love from Australia. Pretty soon we're gonna need to stand up ourselves.,Hateful
UgxJqRK_o7gn-XnqNjZ4AaABAg,Diana Anderson,0,2023-04-18T02:34:18Z,They are all right,Neutral
UgwT9qCTR07FzG5KEgx4AaABAg,Pa,3,2023-04-09T00:04:44Z,Our goverments want the destruction of Christian countries,Hateful
Ugw2GdhCccEQiUBiNsl4AaABAg,chris77777777ify,0,2023-04-07T06:23:23Z,"Women on birth control pills aka steroids have allowed this to happen, all of which work in the media & government jobs.
     Only normal women stand up & rally the men. 

If all women weren’t on them, immediately immigration would stop because there would be WAR against the politicians",Hateful
UgxoXSqZrtGwhSlf59N4AaABAg,Pedro Novais,1,2023-04-05T18:49:49Z,Keep strong Ireland!!! Keep the 3rd world out!!!!,Hateful
Ugz3Xz2jpoTr9yp0NGN4AaABAg,Daniel Adkins,0,2023-04-04T13:35:37Z,Embrace your Catholic faith Ireland,Hateful
UgzVS5vRoYkXyCvAFDB4AaABAg,Subhashish Bagchi,0,2023-04-03T16:11:48Z,I am from India and I truly feel sad that Europe is facing the immigration issue. The leftist government all across Europe has ruined the European culture and custom. Every place have their own culture and tradition if someone try to artificially alter the demography of a place just to fulfill the vote bank politics then it is wrong and absurd. Europe should make rule like UAE and QATAR. Bring the immigrants make them complete their projects and then kick them out ASAP they done completing their job.,Hateful
UgywMWkH0a-BJWDzNMZ4AaABAg,Bernaren def Marn,0,2023-04-03T00:53:15Z,"I often wonder where they would have been
If we hadn’t have taken them in
Fed them and washed them
Thousands in Glasgow alone
From Ireland they came
Brought us nothing but trouble and shame
Well the famine is over
Why don’t they go home?",Hateful
Ugxj0UHOjC8Rz7T2_Yd4AaABAg,LJ,2,2023-04-02T12:37:37Z,Good on you Ireland stand strong! 🏴󠁧󠁢󠁳󠁣󠁴󠁿,Hateful
Ugxj0UHOjC8Rz7T2_Yd4AaABAg.9o-gF6ij5nA9o1-Nxsj8MF,Bernaren def Marn,0,2023-04-03T00:52:49Z,"I often wonder where they would have been
If we hadn’t have taken them in
Fed them and washed them
Thousands in Glasgow alone
From Ireland they came
Brought us nothing but trouble and shame
Well the famine is over
Why don’t they go home?",Hateful
UgxFlgFMy2CVovMaYWx4AaABAg,Ken W,1,2023-04-02T12:16:34Z,It’s not Right wing to protect you Country more over its Left wing trying to destroy our Country,Hateful
UgxZ6f4MvgGXeide3fZ4AaABAg,Harold Hamilton,1,2023-04-02T09:06:46Z,"Why is this deemed bad, best of luck to the lrish, I would love to see the British people do the same thing, we don't want it but we are having these migrants pushed into our neighbourhoods and being told what we are allowed to say, we are being control by the British government. Next we will be told what to think .so what these doctors lawyers,  are running away from is exactly the way we are told to live.but not many can see it.we have enough vulnerable  and homeless people
E but because  they are non coloured,  no one gives a fuck expect the real people on the ground in all corners of the uk.but we don't matter.we have these uninvited  people pushed into areas where live in hard enough.and many people are still working or have worked from many years.we stand back and watch all parts of britian , being given to any body that turns up and you watch how they aregiven anything they want. One in the street were i live dosent allow any body to park out side her house. Now I didn't realise  she owns the street as well.a few weeks ago ,a man was attacked here in Belfast. That was the new report.what they failed to say that this grown man had been raped by three migrants  . But of course these poor basrards weren't  caught, so the bastards are still roaming the streets. So if this can happen to a grown man ,then no one is safe. But of course this horrible  rape happen to alocal white  man , and its qupeite alright to tear his life apart cause we don't matter, I sick of listening to how the rights of these people are respected what about ours, do we not have human rights any more, our vulnerable  and our homeless are living on the streets. But hay who fuckin cares.many people can't feed there kids and the kids that aren't lucky enough to have everything though no fault of there parents. Any one can fall on hard times. If a mom or dad went to the tax credit working or not and said I don't have any food to feed my kids. There answer is you are not entitled to anything,  but if are skin's were maybe a little darker , and I felt u.c were a little  racist to me, then you can have whatever you want the magic word in today's britian and lreland. I fear for the future, cause there's nothing left for us and there is fuck all for the next generation.",Hateful
UgzJ52S0d6psWF3sFo14AaABAg,lfc forever,0,2023-04-02T07:39:47Z,That man is absolutely right I left home and came to Canada for work and I had to jump through hoops to do it these fuckers get a free ticket to my homeland while my people get evicted from there homes ..... the irish government should be burned to the ground with the cunts left in it ..... I'd say the men of 1916 are spinning in there Graves...,Hateful
Ugx5njEM9tvklqUP6hd4AaABAg,Angelique Krause,0,2023-04-02T05:04:46Z,Die nächsten wählen  Finnland  da werden  die rechten  kommen  und irgendwann  deutsch land  alles haben,Neutral
Ugywh5n6Md5KzMu1XNx4AaABAg,D Logan,0,2023-04-01T23:29:08Z,Malachy Steenson doesn't represent anyone.  He was never elected to anything,Neutral
UgwLKlykAThPlpCEKLl4AaABAg,aadrianlee,0,2023-04-01T15:17:33Z,Deport Deport Deport 🤬👍,Hateful
UgxnOEmN56htGKKH1194AaABAg,C Woods,0,2023-03-31T13:10:20Z,"You going to cover the overwhelming support for immigration by the kind hearted people of Ireland, or just these tiny protests from bigots?",Neutral
UgxK4HKet9fKhdaGjV94AaABAg,Vincent Walsh,0,2023-03-30T15:28:57Z,"The Irish government take orders from EU command -Germany  and have willfully destroyed the infrastructure. It's down hill all the way for the indigenous population. Hard To win against Government , MSM , and NGO's all in bed together and ruing the country.",Non Hateful
UgzDWySI7CJEH9V-GiV4AaABAg,Damien O Callaghan,0,2023-03-29T19:15:05Z,"ELEVEN and a half THOUSAND  Irish people homeless
Four Thousand of them are children    Eighty Thousand Ukraine in the last year alone. Enough to fi;; CROKE PARK
If you say anything you are called a racist. And it will get worse before it gets better
When you have ab INDIAN as Taoiseach you KNOW this Country is FUCKED",Hateful
UgyP_4F7oR0AeQkRgat4AaABAg,steve steve,0,2023-03-29T07:25:03Z,WAKE UP....SEND THEM ALL BACK BEFOR ITS TOO LATE,Hateful
Ugw6-3LDbAAkVLU0HpB4AaABAg,bgsab,0,2023-03-28T16:31:10Z,Defend your own country and don't act as a coward. God and St. Patrick bless good old Ireland.,Neutral
Ugz0zYoATf_r9dwLMX94AaABAg,Ray Cosman,0,2023-03-27T17:57:23Z,We need to do the same in US. People won’t try to understand the difference between legal and illegal immigration.,Neutral
Ugxy0HA0h_yJnzLwWA94AaABAg,Martin Pospisil,2,2023-03-27T05:59:38Z,"Peter Sutherland said that European countries cannot remain homogeneous. Thats the father of ""globalism"". Make no mistake about it this is all by design. Also stop caring about what our enemies have to say. They have no logical argument so they just call you racist. They are afraid when we are not afraid.",Hateful
UgyUF37d_GXCTgPoGF54AaABAg,Gary Clarke,0,2023-03-26T21:39:19Z,"Gbn is the one's calling this protest straight away right wing which is a lie, try talking before you judge these great Irish citizens..THE Irish once went to others countries,  yeah and we were needed for the industrial revolution and worked very hard..when these people coming in as the man said because they are running away from laws, Irish government needs to establish the very same judging from the multiple attacks see and unreported by GBN, BUT THEY COME AND JUDGE US IRISH WITHOUT EVEN TALKING TO US FIRSTLY....NOT HOW YOU REPORT AND WHY WE IRISH ARE DOUCUMENTING EVERYTHING,  OUR MAIN NEWS IS COVERING UP DISCRIPTIONS OF THESE ATTACKER'S,  BUT GOVERNMENT AND GARDA HAS SHOVED IT ON TO US IRISH, DON'T COMPLAIN WHEN WE DO YOUR JOB, ESPECIALLY IF A VICTIM'S FATHER, BROTHER, UNCLE GET TO GO HANDS ON...REMEMBER WE ASKED FOR GOVERNMENT AND GARDA HELP !!
FAIR PLAY TO YOU ALL...",Hateful
Ugym46MPZyeyoZ-Uk6N4AaABAg,Ronald Schultenover,0,2023-03-26T21:13:36Z,They should all go home,Hateful
Ugy4LysuKdMzstt98id4AaABAg,caroline gathercole,0,2023-03-26T17:09:06Z,"Same happening in Britain, when I was growing up in the Midlands in 1960’s 70’s there were streets upon streets full of Asian immigrants.",Hateful
Ugy7HyQd_k0R9GamdPh4AaABAg,freebeerfordworkers,0,2023-03-26T11:22:41Z,"I've never heard of them running from the UK to Ireland it's usually the other way around. They use Ireland to get into the UK where there are a whole range of benefits waiting for them.
When I was in Egypt 10 years ago an educated Egyptian who was unlikely ever to be an asylum seeker told me that in Britain government gives you a house for nothing. As far as asylum seekers and so-called refugees go it's pretty much true and the word is out.",Hateful
Ugy8BhROdU440J7U1954AaABAg,John Hennessy,0,2023-03-24T05:37:43Z,"Parasites, irish people have wise up to what's going on this country, murderers and rapists",Hateful
UgzE3I_o8Vqthgf0wid4AaABAg,trevor francis,1,2023-03-23T09:48:09Z,"a know how to solve the problem, get rid of those who let them in so simple, sorted, demo's don't work anymore,",Hateful
UgyDQHjXjW-xIc2JzzZ4AaABAg,GriefTourist,1,2023-03-23T03:08:40Z,Stop the great replacement!,Hateful
Ugwb1rd_2S9UOO3tol14AaABAg,Preben Svensson,1,2023-03-22T19:35:29Z,Send all the criminal immigrants out of Europe...NOW....,Hateful
UgyyZtotjIQbVmmfBLp4AaABAg,Denise Gore,1,2023-03-21T20:50:38Z,"About time ""immigrants"" stayed home and fixed their countries if they don't like it there.",Hateful
UgzV7v7TtWVhaWxrkEh4AaABAg,mogznwaz,1,2023-03-21T12:21:30Z,I hope the Irish understand that the English are NOT the enemy. We are with you on this 100%,Hateful
Ugxdrci5dG9uG5kFMnp4AaABAg,T C,1,2023-03-20T18:40:00Z,"We must all fight for our survival now not just the Irish but well done to them for making a stand/resistance because the blunt truth is if you don't put up a resistance to keep your people safe then the evil agenda that cares not about you ,  will walk all over you.",Hateful
UgwN9wArtF3MvwonKDx4AaABAg,M R,1,2023-03-19T15:15:34Z,"Modern diseases are feminism, multiculturalism, illegal migration, l g b t and tolerance. This will be the downfall of the family and society. Satan is very subtle and smart.",Hateful
UgySxxIPzN-dWTWLE0F4AaABAg,M R,1,2023-03-19T15:12:46Z,"They seem to like the white countries now? See? No racism in Ireland but deport all the illegal migrants. This is zero far right, it is common sense to deport them.",Hateful
Ugz9GM2KHXTB34b_Je94AaABAg,Black Jack’s Armory,1,2023-03-18T15:16:00Z,I support the Irish people! Much love from Pittsburgh Pennsylvania! Never give up!,Neutral
UgzL26Y2leR98eVo9_J4AaABAg,Nick Campus,1,2023-03-18T12:24:09Z,I am totally supportive of the people of Ireland! This is in line with the EU agenda,Neutral
UgxbpTpcXTFoAirBQfd4AaABAg,Christine Dennison,1,2023-03-17T22:15:20Z,Well done the irish,Neutral
Ugw6HuRdCnytvm5tMFZ4AaABAg,Yank Quinn,2,2023-03-16T14:41:55Z,"It's unreal! We are being overrun! I live in a very small village out the countryside and we're wall to wall with them.... its absolutely shocking. We have an Indian homosexual in charge and he wants to destroy everything that Ireland is/was.... I've more in common with English nationalists than Sinn Fein... and I'm a lifelong SF supporter. Tax the Irish to the hilt and give foreigners everything they want. Roderic O'Gorman is a pedo apologist, if not a pedo himself.",Hateful
Ugx1CicuoWEjjG2GCnR4AaABAg,relentless 1989,2,2023-03-16T13:20:53Z,"its our country, we will say who can and cant come in.",Hateful
Ugw8hwZdS7IcpaD9SON4AaABAg,john davis,1,2023-03-15T18:52:41Z,why illegal immigrants in the UK and Ireland get everything but the French give them nothing and they live in tents this pull factor must be stopped,Hateful
UgxHWmogrgtfYBdS2b94AaABAg,john davis,0,2023-03-15T18:41:16Z,"This s just a sideshow

You are being replaced 

Barcelona Declaration Kalergri Plan UN Migration Compact 2018",Hateful
Ugwnd4XtEyxPStZpO654AaABAg,john davis,0,2023-03-15T18:39:14Z,I am hoping that this  kick off as in the UK,Hateful
